No.,Time,Source,Destination,Info,Protocol,Length
727,1679479460.536492,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:43321 > 13.248.169.48:http A,Ethernet,54
728,1679479460.535984,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 13.248.169.48:http > 192.168.232.2:43321 PA / Raw,Ethernet,1381
729,1679479460.536643,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:43321 > 13.248.169.48:http A,Ethernet,54
730,1679479460.549008,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:43321 > 13.248.169.48:http PA / Raw,Ethernet,600
731,1679479460.550008,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:43322 > 13.248.169.48:http PA / Raw,Ethernet,600
732,1679479460.549990,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 13.248.169.48:http > 192.168.232.2:43321 A,Ethernet,54
733,1679479460.550901,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 13.248.169.48:http > 192.168.232.2:43322 A,Ethernet,54
734,1679479460.673126,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 13.248.169.48:http > 192.168.232.2:43321 PA / Raw,Ethernet,778
735,1679479460.722920,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:43321 > 13.248.169.48:http A,Ethernet,54
736,1679479460.835522,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 13.248.169.48:http > 192.168.232.2:43322 PA / Raw,Ethernet,778
737,1679479460.835784,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:43322 > 13.248.169.48:http A,Ethernet,54
738,1679479460.842638,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:43322 > 13.248.169.48:http PA / Raw,Ethernet,626
739,1679479460.843181,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 13.248.169.48:http > 192.168.232.2:43322 A,Ethernet,54
740,1679479461.152932,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 13.248.169.48:http > 192.168.232.2:43322 PA / Raw,Ethernet,245
741,1679479461.159716,02:00:00:44:55:66,02:00:00:00:01:00,"Ether / IP / UDP / DNS Qry ""b'api.aws.parking.godaddy.com.'"" ",Ethernet,87
742,1679479461.160808,02:00:00:44:55:66,02:00:00:00:01:00,"Ether / IP / UDP / DNS Qry ""b'www.google.com.'"" ",Ethernet,74
743,1679479461.193945,02:00:00:00:01:00,02:00:00:44:55:66,"Ether / IP / UDP / DNS Ans ""2404:6800:4007:821::2004"" ",Ethernet,102
744,1679479461.194602,02:00:00:44:55:66,02:00:00:00:01:00,"Ether / IP / UDP / DNS Qry ""b'www.google.com.'"" ",Ethernet,74
745,1679479461.202876,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:43322 > 13.248.169.48:http A,Ethernet,54
746,1679479461.233971,02:00:00:00:01:00,02:00:00:44:55:66,"Ether / IP / UDP / DNS Ans ""142.250.195.100"" ",Ethernet,90
747,1679479461.235963,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https S,Ethernet,74
748,1679479461.313065,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 SA,Ethernet,58
749,1679479461.313536,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
750,1679479461.314942,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https PA / Raw,Ethernet,259
751,1679479461.315576,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A,Ethernet,54
752,1679479461.403537,02:00:00:00:01:00,02:00:00:44:55:66,"Ether / IP / UDP / DNS Ans ""b'gddomainparking.com.'"" ",Ethernet,117
753,1679479461.403997,02:00:00:44:55:66,02:00:00:00:01:00,"Ether / IP / UDP / DNS Qry ""b'api.aws.parking.godaddy.com.'"" ",Ethernet,87
754,1679479461.444165,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A / Raw,Ethernet,1494
755,1679479461.444943,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
756,1679479461.444253,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1226
757,1679479461.445417,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
758,1679479461.446174,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A / Raw,Ethernet,1494
759,1679479461.446491,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
760,1679479461.446234,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,209
761,1679479461.446871,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
762,1679479461.454986,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https PA / Raw,Ethernet,139
763,1679479461.456116,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A,Ethernet,54
764,1679479461.473997,02:00:00:00:01:00,02:00:00:44:55:66,"Ether / IP / UDP / DNS Ans ""b'gddomainparking.com.'"" ",Ethernet,149
765,1679479461.476156,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https S,Ethernet,74
766,1679479461.483510,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https PA / Raw,Ethernet,139
767,1679479461.484405,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A,Ethernet,54
768,1679479461.485082,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https PA / Raw,Ethernet,359
769,1679479461.485537,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A,Ethernet,54
770,1679479461.518528,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / UDP / DNS Ans ,Ethernet,87
771,1679479461.518952,02:00:00:44:55:66,02:00:00:00:01:00,"Ether / IP / UDP / DNS Qry ""b'analytics.seattleclouds.com.'"" ",Ethernet,87
772,1679479461.519061,02:00:00:44:55:66,02:00:00:00:01:00,"Ether / IP / UDP / DNS Qry ""b'analytics.seattleclouds.com.'"" ",Ethernet,87
773,1679479461.522873,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,341
774,1679479461.525690,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 SA,Ethernet,58
775,1679479461.525925,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https A,Ethernet,54
776,1679479461.526239,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https PA / Raw,Ethernet,272
777,1679479461.526613,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 A,Ethernet,54
778,1679479461.552982,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,145
779,1679479461.553267,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
780,1679479461.553681,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https PA / Raw,Ethernet,84
781,1679479461.554092,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A,Ethernet,54
782,1679479461.594007,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,587
783,1679479461.594109,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
784,1679479461.594136,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
785,1679479461.597106,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A / Raw,Ethernet,1494
786,1679479461.597253,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1226
787,1679479461.600733,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
788,1679479461.602099,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A / Raw,Ethernet,1494
789,1679479461.602191,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A / Raw,Ethernet,1494
790,1679479461.602282,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,994
791,1679479461.604270,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
792,1679479461.613349,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
793,1679479461.614651,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A / Raw,Ethernet,1494
794,1679479461.614783,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A / Raw,Ethernet,1494
795,1679479461.614865,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1092
796,1679479461.617637,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
797,1679479461.625272,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
798,1679479461.625464,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
799,1679479461.626034,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
800,1679479461.626646,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
801,1679479461.635859,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
802,1679479461.635952,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 PA / Raw,Ethernet,167
803,1679479461.636231,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https A,Ethernet,54
804,1679479461.639731,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 PA / Raw,Ethernet,1360
805,1679479461.640095,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https A,Ethernet,54
806,1679479461.640177,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 PA / Raw,Ethernet,1360
807,1679479461.640245,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https A,Ethernet,54
808,1679479461.643287,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
809,1679479461.643628,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
810,1679479461.643783,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
811,1679479461.643793,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
812,1679479461.644035,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
813,1679479461.644106,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
814,1679479461.644276,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
815,1679479461.644354,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
816,1679479461.644488,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
817,1679479461.644616,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
818,1679479461.644677,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
819,1679479461.645920,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 A / Raw,Ethernet,1494
820,1679479461.646084,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https A,Ethernet,54
821,1679479461.645947,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 PA / Raw,Ethernet,284
822,1679479461.646161,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https A,Ethernet,54
823,1679479461.645951,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 PA / Raw,Ethernet,63
824,1679479461.646214,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https A,Ethernet,54
825,1679479461.648019,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https PA / Raw,Ethernet,180
826,1679479461.648308,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 A,Ethernet,54
827,1679479461.653236,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https PA / Raw,Ethernet,147
828,1679479461.653626,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 A,Ethernet,54
829,1679479461.653963,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https PA / Raw,Ethernet,473
830,1679479461.654301,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 A,Ethernet,54
831,1679479461.664878,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
832,1679479461.665096,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
833,1679479461.665149,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
834,1679479461.668153,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
835,1679479461.678908,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
836,1679479461.679148,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
837,1679479461.678943,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
838,1679479461.679242,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
839,1679479461.679279,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
840,1679479461.679366,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
841,1679479461.679656,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
842,1679479461.679730,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
843,1679479461.679888,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
844,1679479461.680015,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
845,1679479461.680126,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
846,1679479461.680345,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
847,1679479461.680356,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
848,1679479461.680486,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
849,1679479461.680695,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
850,1679479461.680709,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
851,1679479461.680836,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
852,1679479461.680885,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
853,1679479461.690394,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A / Raw,Ethernet,1494
854,1679479461.690638,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
855,1679479461.690433,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1226
856,1679479461.690729,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
857,1679479461.690774,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
858,1679479461.690855,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A / Raw,Ethernet,1494
859,1679479461.690863,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1226
860,1679479461.690930,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
861,1679479461.691044,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,1360
862,1679479461.691056,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 PA / Raw,Ethernet,849
863,1679479461.691118,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https A,Ethernet,54
864,1679479461.692512,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:39343 > 142.250.195.100:https PA / Raw,Ethernet,92
865,1679479461.692971,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 142.250.195.100:https > 192.168.232.2:39343 A,Ethernet,54
866,1679479461.702431,02:00:00:44:55:66,02:00:00:00:01:00,"Ether / IP / UDP / DNS Qry ""b'img1.wsimg.com.'"" ",Ethernet,74
867,1679479461.725685,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 PA / Raw,Ethernet,303
868,1679479461.726005,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https PA / Raw,Ethernet,92
869,1679479461.729515,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 A,Ethernet,54
870,1679479461.764143,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 PA / Raw,Ethernet,544
871,1679479461.766380,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https PA / Raw,Ethernet,152
872,1679479461.766694,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https PA / Raw,Ethernet,278
873,1679479461.766802,02:00:00:00:01:00,02:00:00:44:55:66,"Ether / IP / UDP / DNS Ans ""b'global-wildcard.wsimg.com.sni-only.edgekey.net.'"" ",Ethernet,168
874,1679479461.766825,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 A,Ethernet,54
875,1679479461.767391,02:00:00:44:55:66,02:00:00:00:01:00,"Ether / IP / UDP / DNS Qry ""b'img1.wsimg.com.'"" ",Ethernet,74
876,1679479461.833939,02:00:00:00:01:00,02:00:00:44:55:66,"Ether / IP / UDP / DNS Ans ""b'global-wildcard.wsimg.com.sni-only.edgekey.net.'"" ",Ethernet,200
877,1679479461.836888,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:58296 > 184.28.173.113:https S,Ethernet,74
878,1679479461.837848,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:58297 > 184.28.173.113:https S,Ethernet,74
879,1679479461.873943,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 43.204.87.235:https > 192.168.232.2:41737 PA / Raw,Ethernet,478
880,1679479461.913373,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 184.28.173.113:https > 192.168.232.2:58296 SA,Ethernet,58
881,1679479461.914033,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:58296 > 184.28.173.113:https A,Ethernet,54
882,1679479461.914860,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:58296 > 184.28.173.113:https PA / Raw,Ethernet,259
883,1679479461.916011,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 184.28.173.113:https > 192.168.232.2:58296 A,Ethernet,54
884,1679479461.918124,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 184.28.173.113:https > 192.168.232.2:58297 SA,Ethernet,58
885,1679479461.918859,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:58297 > 184.28.173.113:https A,Ethernet,54
886,1679479461.920454,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:58297 > 184.28.173.113:https PA / Raw,Ethernet,259
887,1679479461.923030,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:41737 > 43.204.87.235:https A,Ethernet,54
888,1679479461.923531,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 184.28.173.113:https > 192.168.232.2:58297 A,Ethernet,54
889,1679479462.035565,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 184.28.173.113:https > 192.168.232.2:58296 A / Raw,Ethernet,1494
890,1679479462.036230,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:58296 > 184.28.173.113:https A,Ethernet,54
891,1679479462.035658,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 184.28.173.113:https > 192.168.232.2:58296 PA / Raw,Ethernet,1226
892,1679479462.036549,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:58296 > 184.28.173.113:https A,Ethernet,54
893,1679479462.037753,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 184.28.173.113:https > 192.168.232.2:58296 PA / Raw,Ethernet,1360
894,1679479462.038095,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:58296 > 184.28.173.113:https A,Ethernet,54
895,1679479462.039019,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 184.28.173.113:https > 192.168.232.2:58296 PA / Raw,Ethernet,232
896,1679479462.039401,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:58296 > 184.28.173.113:https A,Ethernet,54
897,1679479462.039093,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 184.28.173.113:https > 192.168.232.2:58297 A / Raw,Ethernet,1494
898,1679479462.039772,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:58297 > 184.28.173.113:https A,Ethernet,54
899,1679479462.039116,02:00:00:00:01:00,02:00:00:44:55:66,Ether / IP / TCP 184.28.173.113:https > 192.168.232.2:58297 PA / Raw,Ethernet,1226
900,1679479462.040020,02:00:00:44:55:66,02:00:00:00:01:00,Ether / IP / TCP 192.168.232.2:58297 > 184.28.173.113:https A,Ethernet,54
